make_model,body_type,km,gear_type,fuel_type,price
Opel Mokka,Off-Road/Pick-up,70233.0,Manuel,Gasoline,12900.0
Opel Corsa,Van,150900.0,Manuel,Gasoline,5995.0
Volkswagen Golf,Station wagon,,Manuel,Gasoline,11999.0
Volkswagen Tiguan,Off-Road/Pick-up,168236.0,Manuel,Gasoline,28890.0
Opel Corsa,Compact,245000.0,Manuel,,3250.0
Volkswagen Golf,Station wagon,269250.0,Manuel,Diesel,8000.0
Opel Mokka X,Off-Road/Pick-up,39469.0,Automatic,Gasoline,17499.0
Volkswagen Passat Variant,Station wagon,151545.0,Automatic,,19900.0
Opel Vivaro,Transporter,65251.0,Semi-automatic,Diesel,12800.0
Toyota Auris,Station wagon,137362.0,Automatic,Electric/Gasoline,9950.0
Toyota Prius,Compact,188000.0,Automatic,,11999.0
Toyota Yaris,Compact,8000.0,,Gasoline,20745.0
Volkswagen Caddy,Transporter,,Manuel,Diesel,7735.0
Volkswagen Tiguan,Off-Road/Pick-up,175642.0,Manuel,Gasoline,10995.0
Toyota Verso-S,Van,135960.0,Manuel,Gasoline,10999.0
Toyota Verso,Van,99008.0,Manuel,Gasoline,14299.0
Toyota Proace,Transporter,14000.0,Manuel,Diesel,18900.0
Toyota Auris,Compact,156267.0,,Electric/Gasoline,6999.0
Volkswagen Polo,Compact,214400.0,Manuel,Diesel,4750.0
Volkswagen Caddy,Transporter,34537.0,Manuel,Gasoline,11116.0
Volkswagen ID.3,Compact,10.0,Manuel,Electric,32999.0
Volkswagen Golf Sportsvan,Van,24619.0,,Gasoline,18450.0
Opel Combo,Transporter,124163.0,Semi-automatic,Diesel,6900.0
Opel Astra,Station wagon,8556.0,Automatic,Gasoline,25445.0
Honda Jazz,Compact,10.0,Manuel,Electric/Gasoline,28415.0
Toyota Yaris,,20184.0,Automatic,Gasoline,16895.0
Volkswagen Polo,Compact,218000.0,Manuel,Diesel,6975.0
Honda Civic,Compact,61649.0,Manuel,Gasoline,10795.0
Tesla Model S,Compact,59002.0,Automatic,Electric,64999.0
Volkswagen up!,Compact,92329.0,,Gasoline,4995.0
Opel Agila,Compact,41967.0,Automatic,Gasoline,9995.0
Volkswagen Golf,Compact,10642.0,Automatic,Diesel,27950.0
Opel Corsa,Compact,4.0,Automatic,Electric,37613.0
Toyota Auris,Compact,151377.0,Automatic,Electric/Gasoline,6950.0
Toyota C-HR,Other,5000.0,Manuel,Gasoline,34945.0
Opel Corsa,Van,189000.0,Manuel,Gasoline,5100.0
Volkswagen Golf,Compact,12018.0,Automatic,Electric,22900.0
Opel Insignia,Compact,113659.0,Manuel,Diesel,8750.0
Volkswagen Golf GTE,Compact,73399.0,Manuel,Electric/Gasoline,15440.0
Volkswagen Caddy,Transporter,,Manuel,Diesel,25000.0
Volkswagen Golf GTE,Compact,154635.0,Manuel,Electric/Gasoline,13950.0
Volkswagen Golf Sportsvan,Van,78107.0,Manuel,,
Honda Jazz,Compact,36011.0,Manuel,Gasoline,15950.0
Volkswagen Polo,Compact,205400.0,Automatic,Gasoline,7450.0
Toyota Auris,,138873.0,Automatic,Electric/Gasoline,7895.0
Toyota Corolla,Station wagon,4964.0,,Gasoline,24940.0
Opel Insignia,Compact,191650.0,Manuel,Diesel,5750.0
Toyota RAV 4,Off-Road/Pick-up,4.0,Automatic,Electric/Gasoline,51695.0
Toyota Camry,Sedans,6801.0,Manuel,Electric/Gasoline,34950.0
Volkswagen ID.4,Off-Road/Pick-up,21.0,Automatic,Electric,54920.0
Tesla Model 3,Sedans,27500.0,Semi-automatic,Electric,39000.0
Volkswagen Polo,Compact,106000.0,Manuel,Diesel,8450.0
Honda CR-V,Off-Road/Pick-up,4.0,,Electric/Gasoline,48400.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,53862.0
Opel Insignia,Compact,,Manuel,Diesel,15800.0
Volkswagen up!,Compact,149680.0,Semi-automatic,Gasoline,4900.0
Volkswagen Golf,Station wagon,175123.0,Automatic,Gasoline,16300.0
Volkswagen Caddy,Transporter,141750.0,Manuel,Diesel,6950.0
Opel Movano,Transporter,229202.0,Semi-automatic,Diesel,11990.0
Volkswagen Golf,Station wagon,140870.0,Manuel,Diesel,9000.0
Toyota Auris,Station wagon,159889.0,,Electric/Gasoline,11745.0
Opel Astra,Compact,,Manuel,Gasoline,14950.0
Toyota Aygo,Compact,96513.0,Manuel,Gasoline,4051.0
Volkswagen Caddy,Transporter,227000.0,Manuel,Diesel,4999.0
Toyota Proace,Transporter,2500.0,,Diesel,23295.0
Opel Vivaro,Van,32500.0,Manuel,Diesel,39900.0
Toyota Prius+,Van,71702.0,Automatic,Electric/Gasoline,22950.0
Volkswagen Golf,Station wagon,119500.0,Manuel,Gasoline,10750.0
Volkswagen Golf,Station wagon,191695.0,Manuel,Diesel,9000.0
Honda Jazz,Van,29760.0,Automatic,Gasoline,14995.0
Volkswagen Golf Plus,Van,139640.0,Manuel,Gasoline,7850.0
Volkswagen Golf,Station wagon,100980.0,Manuel,Diesel,11200.0
Opel Meriva,Van,97836.0,Manuel,Gasoline,6990.0
Opel Grandland X,Off-Road/Pick-up,10.0,Manuel,Electric/Gasoline,37649.0
Volkswagen Transporter,Transporter,142490.0,Manuel,Diesel,25950.0
Opel Mokka X,Off-Road/Pick-up,39865.0,Automatic,Gasoline,20490.0
Volkswagen Golf Variant,Station wagon,188929.0,Semi-automatic,Diesel,6500.0
Volkswagen Polo,Compact,99282.0,Automatic,Gasoline,9945.0
Opel Grandland X,Off-Road/Pick-up,15.0,Automatic,Electric/Gasoline,37983.0
Volkswagen Passat,Station wagon,197730.0,Automatic,Electric/Gasoline,12940.0
Toyota Auris,Compact,99589.0,Automatic,Electric/Gasoline,10900.0
Tesla Model S,Compact,100637.0,Automatic,Electric,63499.0
Opel Astra,Station wagon,63347.0,Manuel,Diesel,11440.0
Toyota Corolla,Station wagon,,Manuel,,24945.0
Toyota C-HR,Off-Road/Pick-up,39551.0,Manuel,Electric/Gasoline,22635.0
Volkswagen Scirocco,Off-Road/Pick-up,120328.0,Automatic,Gasoline,10999.0
Volkswagen Polo,Compact,179630.0,Automatic,Diesel,8400.0
Toyota Auris,Station wagon,125914.0,Automatic,Electric/Gasoline,14650.0
Toyota Corolla,Station wagon,51078.0,Manuel,Electric/Gasoline,22790.0
Opel Astra,Station wagon,94873.0,Manuel,Gasoline,6290.0
Volkswagen Touran,Station wagon,188000.0,Manuel,,7750.0
Opel Agila,Compact,,Manuel,Gasoline,4350.0
Volkswagen Golf,Station wagon,96000.0,Manuel,Electric,17500.0
Volkswagen Polo,Compact,52380.0,Semi-automatic,Gasoline,13450.0
Volkswagen Golf,Compact,13910.0,Automatic,Electric,25450.0
Volkswagen Passat,Sedans,98925.0,Automatic,Electric/Gasoline,22445.0
Tesla Model S,Compact,60808.0,Automatic,Electric,67499.0
Toyota Hiace,Transporter,243766.0,Semi-automatic,Diesel,7500.0
Volkswagen Polo,,175906.0,Automatic,Gasoline,8750.0
Toyota Proace,Transporter,68051.0,Automatic,Diesel,24999.0
Toyota Aygo,Compact,,Automatic,Gasoline,11495.0
Toyota Proace,Transporter,110110.0,Manuel,Diesel,13225.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,55295.0
Volkswagen Golf,Station wagon,170000.0,Automatic,Gasoline,16000.0
Volkswagen Tiguan,Off-Road/Pick-up,77111.0,Semi-automatic,Gasoline,17250.0
Toyota Prius+,Van,41245.0,Automatic,Electric/Gasoline,26740.0
Opel Crossland X,Off-Road/Pick-up,,Manuel,Gasoline,14499.0
Volkswagen Polo,Compact,188000.0,Manuel,Diesel,6999.0
Volkswagen Passat Variant,Station wagon,248183.0,Automatic,Gasoline,5950.0
Volkswagen Caddy,Transporter,144278.0,Automatic,Diesel,12999.0
Toyota Prius,Compact,114836.0,,Electric/Gasoline,9951.0
Toyota Yaris,Compact,30160.0,Semi-automatic,Electric/Gasoline,14495.0
Opel Zafira,,46670.0,Automatic,Gasoline,19950.0
Volkswagen Passat,Sedans,81524.0,Manuel,Gasoline,16900.0
Toyota Camry,Sedans,11.0,,Electric/Gasoline,43005.0
Volkswagen Tiguan,Off-Road/Pick-up,37139.0,Manuel,Gasoline,27950.0
Volkswagen Touran,Van,112874.0,,Gasoline,10950.0
Toyota Verso-S,Van,105301.0,Manuel,,7950.0
Volkswagen up!,Compact,157963.0,Semi-automatic,Gasoline,4750.0
Opel Mokka X,Off-Road/Pick-up,,Manuel,Gasoline,16950.0
Opel Astra,Compact,12591.0,Manuel,,18445.0
Toyota C-HR,Off-Road/Pick-up,60289.0,Manuel,Electric/Gasoline,21900.0
Opel Zafira Tourer,Station wagon,197342.0,Manuel,Diesel,7650.0
Volkswagen Golf,Station wagon,180000.0,Manuel,Diesel,11500.0
Opel Corsa,Compact,112736.0,Automatic,Gasoline,7250.0
Volkswagen Passat Variant,Station wagon,119975.0,Automatic,Gasoline,14950.0
Volkswagen Golf,Compact,59594.0,Manuel,Electric/Gasoline,14700.0
Toyota Land Cruiser,Off-Road/Pick-up,212179.0,Automatic,Diesel,26995.0
Volkswagen Golf,Compact,89189.0,Manuel,Gasoline,16950.0
Opel Mokka X,Off-Road/Pick-up,89170.0,Manuel,Gasoline,14895.0
Volkswagen Golf,Station wagon,239000.0,Manuel,Diesel,9000.0
Opel Astra,Station wagon,155652.0,Manuel,Diesel,6500.0
Toyota C-HR,Off-Road/Pick-up,47768.0,Manuel,Electric/Gasoline,21950.0
Toyota C-HR,Off-Road/Pick-up,88526.0,Automatic,Electric/Gasoline,20950.0
Honda Civic,Compact,20548.0,Manuel,Gasoline,21450.0
Toyota Auris,Compact,151616.0,Automatic,Electric/Gasoline,10240.0
Volkswagen Touareg,Off-Road/Pick-up,31053.0,Automatic,Diesel,74945.0
Toyota C-HR,Off-Road/Pick-up,71365.0,Automatic,Electric/Gasoline,20635.0
Opel Meriva,Van,83685.0,Automatic,Gasoline,13950.0
Volkswagen Tiguan,Off-Road/Pick-up,167830.0,Manuel,Gasoline,12950.0
Toyota Camry,Sedans,21402.0,Manuel,Electric/Gasoline,32625.0
Volkswagen Golf,Station wagon,123000.0,Automatic,Gasoline,12000.0
Volkswagen T5,Transporter,,Semi-automatic,Diesel,9900.0
Volkswagen Golf,,185000.0,Manuel,Gasoline,11950.0
Volkswagen Tiguan,Off-Road/Pick-up,188900.0,Semi-automatic,Diesel,10450.0
Tesla Model S,Compact,136283.0,,Electric,32950.0
Opel Grandland X,Compact,28372.0,Automatic,Gasoline,25750.0
Opel Astra,Station wagon,75002.0,Semi-automatic,Gasoline,12950.0
Toyota C-HR,Off-Road/Pick-up,74239.0,Manuel,Electric/Gasoline,22895.0
Volkswagen Passat Variant,Station wagon,230393.0,Automatic,Diesel,6450.0
Volkswagen None,Compact,78603.0,Automatic,Electric,16865.0
Opel Grandland X,Off-Road/Pick-up,32617.0,Automatic,Gasoline,26995.0
Opel Insignia,Station wagon,210895.0,Manuel,Diesel,7750.0
Volkswagen Polo,Compact,115709.0,Automatic,Gasoline,9998.0
Toyota Tundra,,63464.0,Manuel,Other,38000.0
Toyota Proace,Transporter,52600.0,Manuel,Diesel,16700.0
Volkswagen Passat,Station wagon,218006.0,Automatic,Gasoline,6950.0
Volkswagen Golf Plus,Van,97235.0,Manuel,Gasoline,11900.0
Opel Astra,Van,119547.0,Manuel,Gasoline,7250.0
Volkswagen Touareg,Off-Road/Pick-up,65000.0,Automatic,Diesel,24750.0
Volkswagen Golf Plus,Van,82913.0,Manuel,Gasoline,9495.0
Volkswagen Golf,Compact,69677.0,Automatic,Diesel,21900.0
Volkswagen Tiguan,Van,91935.0,Manuel,Gasoline,14950.0
Opel Astra,Sedans,41862.0,Automatic,Gasoline,12750.0
Opel Astra,Station wagon,156744.0,Manuel,Diesel,9450.0
Volkswagen Polo,Compact,104036.0,Automatic,Gasoline,8995.0
Honda Jazz,Compact,,Manuel,Gasoline,11400.0
Volkswagen Golf Variant,Station wagon,782154.0,Manuel,Gasoline,16950.0
Volkswagen Tiguan,Off-Road/Pick-up,125091.0,Semi-automatic,Gasoline,17645.0
Volkswagen Golf Cabriolet,Convertible,227114.0,Semi-automatic,Gasoline,7950.0
Opel Mokka,Off-Road/Pick-up,72800.0,Manuel,Gasoline,14995.0
Volkswagen Golf,Station wagon,163000.0,Automatic,Gasoline,14950.0
Volkswagen T-Roc,Off-Road/Pick-up,97212.0,Manuel,Gasoline,28945.0
Opel Mokka,Off-Road/Pick-up,27585.0,Automatic,Gasoline,17940.0
Volkswagen Passat CC,Sedans,125618.0,Semi-automatic,Gasoline,10395.0
Volkswagen Golf,Station wagon,132000.0,Manuel,Gasoline,7500.0
Volkswagen Golf Plus,Van,81968.0,Automatic,Gasoline,11385.0
Volkswagen up!,Compact,23097.0,Automatic,Gasoline,9950.0
Volkswagen Polo,Compact,,Automatic,Gasoline,11500.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,48585.0
Volkswagen Golf GTE,Compact,64285.0,Manuel,Electric/Gasoline,16744.0
Opel Astra,Station wagon,192257.0,Manuel,Gasoline,6945.0
Volkswagen Crafter,Transporter,207966.0,Automatic,Diesel,18444.0
Volkswagen Tiguan,Off-Road/Pick-up,41775.0,Automatic,Diesel,35985.0
Toyota Aygo,Compact,3500.0,Automatic,Gasoline,16795.0
Volkswagen Golf GTE,Compact,103486.0,Manuel,Electric/Gasoline,16950.0
Opel Astra,Compact,,Manuel,Diesel,15999.0
Volkswagen Tiguan,Off-Road/Pick-up,112570.0,Manuel,Gasoline,13850.0
Volkswagen Crafter,Transporter,171511.0,Automatic,Diesel,21444.0
Volkswagen Touareg,Off-Road/Pick-up,181389.0,Automatic,Diesel,14999.0
Opel Mokka X,Off-Road/Pick-up,91760.0,Semi-automatic,Gasoline,15990.0
Volkswagen Tiguan,Off-Road/Pick-up,39083.0,Semi-automatic,Gasoline,22950.0
Volkswagen Passat Variant,Station wagon,240481.0,Semi-automatic,Diesel,6499.0
Volkswagen Polo,Compact,192180.0,Manuel,Diesel,6500.0
Opel Corsa,Sedans,271000.0,Semi-automatic,Diesel,3150.0
Opel Astra,Sedans,172000.0,,Diesel,
Opel Zafira Tourer,Van,190225.0,Semi-automatic,Gasoline,8950.0
Volkswagen T-Roc,Off-Road/Pick-up,26780.0,Manuel,Gasoline,24500.0
Honda Civic,Compact,27533.0,Semi-automatic,,19850.0
Opel Mokka X,Off-Road/Pick-up,52659.0,Automatic,Gasoline,22645.0
Volkswagen ID.4,Off-Road/Pick-up,21.0,Automatic,Electric,50840.0
Volkswagen Polo,Compact,190832.0,Manuel,Diesel,6950.0
Volkswagen Transporter,Transporter,97283.0,Automatic,Diesel,21944.0
Volkswagen Passat,Station wagon,206100.0,Manuel,Diesel,7250.0
Toyota Proace,Transporter,12459.0,Manuel,Diesel,19950.0
Opel Corsa,Compact,167577.0,Manuel,Gasoline,4940.0
Volkswagen Sharan,Van,210000.0,Manuel,Diesel,13000.0
Opel Grandland X,Off-Road/Pick-up,6.0,Automatic,Electric/Gasoline,50992.0
Toyota Corolla,Station wagon,56736.0,Automatic,Gasoline,22790.0
Volkswagen Golf GTE,Compact,158756.0,Manuel,Electric/Gasoline,12950.0
Toyota Mirai,Sedans,3.0,Automatic,Other,77790.0
Volkswagen Golf,Station wagon,244200.0,,Diesel,9995.0
Opel Crossland X,Off-Road/Pick-up,29604.0,Automatic,,21850.0
Toyota Yaris,Compact,110204.0,Automatic,Electric/Gasoline,9441.0
Volkswagen Transporter,Off-Road/Pick-up,77810.0,Semi-automatic,Diesel,9950.0
Volkswagen Golf,Station wagon,72000.0,Semi-automatic,Gasoline,13500.0
Opel Grandland X,Off-Road/Pick-up,8.0,Automatic,Electric/Gasoline,39950.0
Volkswagen Golf,Station wagon,,Manuel,Diesel,13900.0
Volkswagen Golf,Station wagon,145000.0,Manuel,Gasoline,16500.0
Volkswagen Polo,Compact,101992.0,Automatic,Gasoline,11750.0
Volkswagen Passat,Sedans,166000.0,Semi-automatic,Other,9800.0
Honda Insight,Compact,215000.0,Manuel,Gasoline,4500.0
Opel Agila,Compact,69871.0,Manuel,Gasoline,4901.0
Volkswagen Golf Cabriolet,Convertible,93969.0,Manuel,Gasoline,13950.0
Volkswagen Touareg,Off-Road/Pick-up,1155.0,Manuel,Electric/Gasoline,99990.0
Opel Mokka,Van,170000.0,Automatic,Gasoline,13750.0
Volkswagen Golf Variant,Station wagon,,Manuel,Gasoline,5999.0
Toyota Land Cruiser,Off-Road/Pick-up,250.0,Automatic,Diesel,44295.0
Toyota Yaris,Van,141118.0,Semi-automatic,Gasoline,3950.0
Tesla Model S,Compact,46376.0,Automatic,Electric,51950.0
Toyota Auris,Compact,,Automatic,Electric/Gasoline,8935.0
Volkswagen Tiguan,Off-Road/Pick-up,84223.0,Automatic,Gasoline,18450.0
Opel Vivaro,Transporter,1001.0,Automatic,Electric,35380.0
Toyota RAV 4,Off-Road/Pick-up,28.0,Manuel,,44950.0
Opel Corsa,Compact,239209.0,Semi-automatic,Diesel,2945.0
Volkswagen Golf,Station wagon,81000.0,Manuel,Gasoline,11499.0
Honda Jazz,Van,2.0,Automatic,,24999.0
Volkswagen Golf Plus,,73402.0,Automatic,Gasoline,10950.0
Volkswagen Golf,Station wagon,90000.0,Automatic,Diesel,12000.0
Volkswagen Golf Plus,Van,135435.0,Automatic,Gasoline,9250.0
Opel Corsa,Compact,10.0,Automatic,Gasoline,23934.0
Toyota Aygo,Compact,167896.0,Manuel,Gasoline,3950.0
Volkswagen Golf GTE,Compact,138759.0,Manuel,Electric/Gasoline,
Volkswagen T6 Transporter,Compact,55618.0,Automatic,Diesel,29950.0
Toyota C-HR,Off-Road/Pick-up,64950.0,Manuel,Gasoline,22450.0
Volkswagen Beetle,Convertible,36828.0,Manuel,Gasoline,23940.0
Toyota RAV 4,Off-Road/Pick-up,9740.0,Automatic,Electric/Gasoline,44950.0
Opel Mokka-E,Off-Road/Pick-up,15.0,Manuel,Electric,37395.0
Volkswagen Passat,Sedans,119408.0,Automatic,Electric/Gasoline,17945.0
Toyota Land Cruiser,Off-Road/Pick-up,250.0,Automatic,Diesel,110000.0
Opel Insignia,Station wagon,63000.0,Manuel,Diesel,13200.0
Volkswagen Golf Variant,Station wagon,15.0,Automatic,Diesel,39995.0
Opel Mokka,Off-Road/Pick-up,74587.0,Manuel,,12950.0
Opel Meriva,Van,136564.0,Automatic,Gasoline,9900.0
Tesla Model 3,Compact,17723.0,Automatic,Electric,61995.0
Opel Insignia,Compact,10.0,Manuel,Diesel,36500.0
Volkswagen Polo,Compact,266935.0,,Diesel,4500.0
Opel Insignia,Station wagon,127985.0,Manuel,Gasoline,9840.0
Toyota Auris,Compact,130610.0,Automatic,Electric/Gasoline,8995.0
Honda Civic,Compact,134514.0,Manuel,Gasoline,8400.0
Opel Corsa,Compact,10.0,Automatic,Electric,29995.0
Tesla Model 3,Compact,12904.0,Automatic,Electric,43950.0
Toyota Aygo,Compact,63646.0,Manuel,Gasoline,4650.0
Honda Jazz,Compact,54967.0,Manuel,,16949.0
Opel Corsa,Compact,197231.0,Manuel,Diesel,6850.0
Honda Jazz,Compact,,Manuel,Gasoline,13900.0
Volkswagen Golf,Sedans,155250.0,Automatic,Gasoline,13500.0
Toyota Auris,Station wagon,,Automatic,Electric/Gasoline,14650.0
Opel Mokka X,Off-Road/Pick-up,58113.0,,Gasoline,19940.0
Toyota Avensis,Station wagon,,Automatic,Gasoline,12950.0
Opel Mokka-E,Off-Road/Pick-up,1.0,Automatic,Electric,40995.0
Volkswagen Passat,Station wagon,188000.0,Manuel,Gasoline,7800.0
Volkswagen Caddy,Transporter,37004.0,Automatic,Diesel,16400.0
Opel Astra,Compact,42386.0,Automatic,Gasoline,13950.0
Volkswagen Golf GTE,Compact,69635.0,Manuel,Electric/Gasoline,17840.0
Toyota C-HR,Off-Road/Pick-up,56794.0,Manuel,Electric/Gasoline,21945.0
Toyota RAV 4,Off-Road/Pick-up,6250.0,Manuel,Gasoline,41950.0
Volkswagen Touran,Van,1101.0,Semi-automatic,Gasoline,35250.0
Volkswagen Golf,Station wagon,219354.0,Manuel,Diesel,8799.0
Volkswagen Golf GTE,Compact,85461.0,Manuel,Electric/Gasoline,20485.0
Volkswagen Caddy,Transporter,2132.0,Manuel,Diesel,19950.0
Volkswagen CC,Sedans,114000.0,Automatic,Gasoline,13750.0
Toyota Yaris,Compact,94286.0,Automatic,Gasoline,7450.0
Volkswagen Caddy,Transporter,95824.0,Automatic,Diesel,15845.0
Opel Crossland X,Off-Road/Pick-up,25393.0,Automatic,Gasoline,20750.0
Opel Crossland X,Off-Road/Pick-up,60500.0,Semi-automatic,Gasoline,15950.0
Volkswagen Caddy,Transporter,10.0,Manuel,Diesel,26330.0
Opel Insignia,Compact,50654.0,Automatic,Gasoline,21900.0
Opel Corsa,Compact,,,Other,4450.0
Opel Astra,Station wagon,18935.0,Automatic,Gasoline,23950.0
Opel Insignia,Sedans,131470.0,Manuel,Diesel,9950.0
Volkswagen Tiguan,Off-Road/Pick-up,128000.0,Semi-automatic,Gasoline,15000.0
Volkswagen Tiguan,Off-Road/Pick-up,88054.0,Manuel,Gasoline,27950.0
Opel Vivaro,Van,202173.0,Manuel,Diesel,9950.0
Opel Corsa,Compact,13239.0,Automatic,Electric,21995.0
Opel Corsa,Compact,180605.0,Manuel,Diesel,3750.0
Toyota C-HR,Off-Road/Pick-up,30602.0,Semi-automatic,Gasoline,20450.0
Honda CR-V,Off-Road/Pick-up,146297.0,Manuel,Gasoline,14795.0
Opel Astra,Station wagon,97201.0,Manuel,Gasoline,9900.0
Toyota Aygo,Compact,30941.0,Automatic,Gasoline,13400.0
Opel Crossland X,Off-Road/Pick-up,11.0,Automatic,Gasoline,23945.0
Opel Mokka,Off-Road/Pick-up,131947.0,Manuel,Gasoline,11700.0
Toyota Prius+,Van,99972.0,Automatic,Electric/Gasoline,19745.0
Opel Corsa,Van,182000.0,Semi-automatic,Diesel,3750.0
Toyota Aygo,Compact,,Semi-automatic,Gasoline,5440.0
Opel Corsa,Compact,1.0,Automatic,Electric,32447.0
Volkswagen Golf Sportsvan,Van,124871.0,Manuel,Gasoline,12945.0
Opel Zafira Tourer,Van,97667.0,Manuel,Other,9950.0
Volkswagen Golf,Compact,117741.0,,Gasoline,11950.0
Opel Mokka-E,Off-Road/Pick-up,,Automatic,Electric,42984.0
Opel Crossland X,Off-Road/Pick-up,66338.0,Manuel,Gasoline,13950.0
Volkswagen T5 Transporter,Transporter,178152.0,Manuel,Diesel,6950.0
Volkswagen Caddy,Van,184618.0,Automatic,Diesel,15900.0
Honda Civic,Compact,147711.0,Manuel,Gasoline,6950.0
Opel Corsa,Compact,66696.0,Automatic,Gasoline,9800.0
Volkswagen None,Van,,Manuel,Diesel,39000.0
Toyota RAV 4,Off-Road/Pick-up,,Automatic,Electric/Gasoline,49845.0
Volkswagen Caddy,Transporter,133179.0,Manuel,Diesel,6950.0
Toyota C-HR,Off-Road/Pick-up,68687.0,Automatic,Electric/Gasoline,20700.0
Honda Civic,Station wagon,98205.0,Semi-automatic,Gasoline,14250.0
Volkswagen Passat Variant,Station wagon,202643.0,Manuel,Diesel,11450.0
Opel Agila,Compact,95707.0,Semi-automatic,Gasoline,5245.0
Opel Mokka,Off-Road/Pick-up,,Manuel,Gasoline,15500.0
Volkswagen Transporter,Transporter,170267.0,Manuel,Diesel,24999.0
Volkswagen Caddy,Van,,Semi-automatic,,21950.0
Volkswagen Tiguan,Off-Road/Pick-up,106317.0,Manuel,Gasoline,12995.0
Toyota Verso,Van,70222.0,,Gasoline,16250.0
Toyota Aygo,Compact,99000.0,Manuel,Gasoline,3500.0
Opel Corsa,Compact,,Automatic,Electric,32292.0
Opel Mokka,Off-Road/Pick-up,83677.0,Manuel,Gasoline,11995.0
Toyota Prius+,Station wagon,113801.0,Manuel,Electric/Gasoline,16950.0
Volkswagen Golf,Compact,1025.0,Manuel,Electric/Gasoline,34650.0
Volkswagen Tiguan,Off-Road/Pick-up,239094.0,Manuel,Gasoline,9450.0
Opel Insignia,Van,95626.0,Manuel,Gasoline,7500.0
Volkswagen Passat Variant,Station wagon,144718.0,Manuel,Electric/Gasoline,17200.0
Volkswagen T6 Transporter,Transporter,222777.0,Automatic,Diesel,14950.0
Opel Astra,Station wagon,102838.0,Manuel,Diesel,12895.0
Volkswagen T-Roc,Convertible,14468.0,Automatic,Gasoline,42900.0
Toyota Auris,Compact,78244.0,Automatic,Electric/Gasoline,8995.0
Volkswagen Golf,Compact,76451.0,Semi-automatic,Gasoline,18950.0
Volkswagen Polo,Compact,15.0,Automatic,Diesel,32995.0
Volkswagen Tiguan,Off-Road/Pick-up,157238.0,Automatic,Gasoline,22900.0
Tesla Model S,Compact,38579.0,Automatic,Electric,92499.0
Volkswagen Golf GTE,Compact,115843.0,,Electric/Gasoline,12640.0
Opel Grandland X,Off-Road/Pick-up,15.0,Automatic,Electric/Gasoline,37983.0
Opel Corsa,Convertible,119684.0,Automatic,Gasoline,5450.0
Volkswagen T-Cross,Off-Road/Pick-up,,Semi-automatic,Gasoline,27945.0
Opel Astra,Station wagon,249000.0,Semi-automatic,Diesel,3900.0
Volkswagen Golf,,127763.0,Automatic,Electric,17545.0
Volkswagen Golf GTE,Compact,138487.0,Manuel,Electric/Gasoline,11990.0
Opel Combo,Transporter,96922.0,Semi-automatic,Diesel,7650.0
Opel Corsa,Compact,2021.0,Automatic,Electric,32995.0
Volkswagen Touran,Van,34921.0,Automatic,Gasoline,27950.0
Opel Corsa,,88602.0,Manuel,Gasoline,5745.0
Volkswagen Caddy,Transporter,205871.0,Automatic,Diesel,8945.0
Toyota Auris,Station wagon,79977.0,Manuel,Electric/Gasoline,15225.0
Opel Zafira,Van,59602.0,Automatic,Gasoline,23900.0
Volkswagen Golf,Station wagon,208000.0,,Diesel,10000.0
Opel Meriva,Van,18227.0,Automatic,Gasoline,13950.0
Opel Mokka X,Off-Road/Pick-up,80740.0,Automatic,Gasoline,19900.0
Toyota Verso,Van,94018.0,Manuel,Gasoline,12945.0
Opel Astra,Compact,71621.0,Manuel,Diesel,16900.0
Toyota Auris,Station wagon,55432.0,Semi-automatic,Electric/Gasoline,14950.0
Honda Civic,Compact,69147.0,Manuel,Gasoline,10950.0
Volkswagen Golf,Sedans,154000.0,Manuel,Gasoline,8950.0
Opel Corsa,Van,90000.0,Manuel,Gasoline,7500.0
Volkswagen Polo,Compact,159112.0,Semi-automatic,Diesel,7999.0
Volkswagen Golf Cabriolet,Convertible,45025.0,Manuel,Gasoline,22950.0
Opel Insignia,Station wagon,26075.0,Automatic,Gasoline,34945.0
Opel Astra,Van,,Manuel,Gasoline,7500.0
Opel Astra,Compact,147554.0,Manuel,Gasoline,9975.0
